Dataset,Nearest Neighbor,Gaussian,SVC
features/repet_f_b_combo.csv,0.42930000000000001,0.46304999999999991,0.40100000000000002
features/hpss_avg.csv,0.35620000000000007,0.38805000000000006,0.31525000000000003
features/repet_avg.csv,0.41869999999999996,0.43649999999999989,0.38580000000000003
features/hpss_harmonic.csv,0.34875,0.37425000000000003,0.30754999999999999
features/control.csv,0.41564999999999996,0.42985000000000001,0.36725000000000002
features/hpss_h_p_combo.csv,0.39569999999999994,0.44364999999999988,0.33255000000000012
features/hpss_percussive.csv,0.37779999999999991,0.42119999999999996,0.31595000000000001
features/repet_background.csv,0.39655000000000001,0.44654999999999995,0.36935000000000007
features/repet_foreground.csv,0.35615000000000002,0.41275000000000012,0.34495000000000009
